Fecha,Día,Local,Resultado,Visitante,Año,Tipo de Torneo,Estadio
Fecha 14,,Deportivo Cali,0 : 0,La Equidad,2011,Finalización,Olímpico Pascual Guerrero
Fecha 14,,Boyacá Chicó,1 : 1,América de Cali,2011,Finalización,La Independencia
Fecha 14,,Independiente Medellín,1 : 0,Santa Fe,2011,Finalización,Atanasio Girardot
Fecha 14,,Once Caldas,1 : 2,Junior,2011,Finalización,Palogrande
Fecha 14,,Cúcuta Deportivo,1 : 0,Atlético Huila,2011,Finalización,General Santander
Fecha 15,,Itagüí,1 - 1,Cúcuta,2011,Apertura,Ditaires
Fecha 15,,Medellín,0 - 0,Junior,2011,Apertura,Los Búcaros
Fecha 15,,Real Cartagena,1 - 1,Envigado,2011,Apertura,Diego Carvajal
Fecha 15,,Cali,0 - 3[18]​,América,2011,Apertura,Deportivo Cali
Fecha 15,,Tolima,5 - 0,At. Nacional,2011,Apertura,Manuel Murillo Toro
Fecha 15,,Boyacá Chicó,3 - 2,Santa Fe,2011,Apertura,De La  Independencia
Fecha 15,,Quindío,4 - 3,Pereira,2011,Apertura,Centenario
Fecha 15,,Once Caldas,2 - 1,At. Huila,2011,Apertura,Palogrande
Fecha 15,,Millonarios,3 - 2,Equidad,2011,Apertura,Luis Antonio Duque Peña
Fecha 15,,Envigado F. C.,2 : 0,Real Cartagena,2011,Finalización,Polideportivo Sur
Fecha 15,,Atlético Huila,1 : 0,Once Caldas,2011,Finalización,Guillermo Plazas Alcid
Fecha 15,,Cúcuta Deportivo,1 : 1,Itagüí,2011,Finalización,General Santander
Fecha 15,,Junior,4 : 3,Independiente Medellín,2011,Finalización,Metropolitano Roberto Meléndez
Fecha 15,,América de Cali,0 : 1,Deportivo Cali,2011,Finalización,Olímpico Pascual Guerrero
Fecha 15,,Deportivo Pereira,3 : 0,Deportes Quindío,2011,Finalización,Hernán Ramírez Villegas
Fecha 15,,La Equidad,1 : 2,Millonarios,2011,Finalización,Metropolitano de Techo
Fecha 15,,Atlético Nacional,3 : 2,Deportes Tolima,2011,Finalización,Atanasio Girardot
Fecha 15,,Santa Fe,2 : 0,Boyacá Chicó,2011,Finalización,Nemesio Camacho El Campín
Fecha 16,,Pereira,0 - 2,Itagüí,2011,Apertura,Alfonso López
Fecha 16,,At. Nacional,2 - 2,Quindío,2011,Apertura,Ditaires
Fecha 16,,Envigado,0 - 0,Tolima,2011,Apertura,Polideportivo Sur
Fecha 16,,Equidad,0 - 0,Real Cartagena,2011,Apertura,Metropolitano de Techo
Fecha 16,,Junior,1 - 2,Boyacá Chicó,2011,Apertura,Metropolitano Roberto Meléndez
Fecha 16,,At. Huila,2 - 0,Medellín,2011,Apertura,Guillermo Plazas Alcid
Fecha 16,,América,1 - 1,Millonarios,2011,Apertura,Francisco Rivera Escobar
Fecha 16,,Santa Fe,1 - 1,Cali,2011,Apertura,Metropolitano de Techo
Fecha 16,,Cúcuta,1 - 1,Once Caldas,2011,Apertura,General Santander
Fecha 16,,Itagüí,1 : 0,Deportivo Pereira,2011,Finalización,Ditaires
Fecha 16,,Once Caldas,5 : 0,Cúcuta Deportivo,2011,Finalización,Palogrande
Fecha 16,,Millonarios,2 : 0,América de Cali,2011,Finalización,Nemesio Camacho El Campín
Fecha 16,,Real Cartagena,2 : 1,La Equidad,2011,Finalización,Olímpico Jaime Morón León
Fecha 16,,Independiente Medellín,3 : 2,Atlético Huila,2011,Finalización,Atanasio Girardot
Fecha 16,,Deportivo Cali,0 : 0,Santa Fe,2011,Finalización,Olímpico Pascual Guerrero
Fecha 16,,Deportes Tolima,1 : 2,Envigado F. C.,2011,Finalización,Manuel Murillo Toro
Fecha 16,,Boyacá Chicó,3 : 0,Junior,2011,Finalización,La Independencia
Fecha 16,,Deportes Quindío,2 - 1[43]​,Atlético Nacional,2011,Finalización,Centenario
Fecha 17,,Itagüí,0 - 1,Once Caldas,2011,Apertura,Ditaires
Fecha 17,,Boyacá Chicó,3 - 0,At. Huila,2011,Apertura,De La  Independencia
Fecha 17,,Pereira,0 - 2,At. Nacional,2011,Apertura,Alfonso López
Fecha 17,,Tolima,2 - 0,Equidad,2011,Apertura,Manuel Murillo Toro
Fecha 17,,Medellín,2 - 3,Cúcuta,2011,Apertura,Los Búcaros
Fecha 17,,Millonarios,1 - 1,Santa Fe,2011,Apertura,El Campín
Fecha 17,,Real Cartagena,3 - 0,América,2011,Apertura,Diego Carvajal
Fecha 17,,Quindío,3 - 3,Envigado,2011,Apertura,Centenario
Fecha 17,,Cali,1 - 0,Junior,2011,Apertura,Deportivo Cali
Fecha 17,,Atlético Nacional,2 : 2,Deportivo Pereira,2011,Finalización,Atanasio Girardot
Fecha 17,,Envigado F. C.,1 : 0,Deportes Quindío,2011,Finalización,Polideportivo Sur
Fecha 17,,La Equidad,1 : 1,Deportes Tolima,2011,Finalización,Metropolitano de Techo
Fecha 17,,América de Cali,2 : 1,Real Cartagena,2011,Finalización,Olímpico Pascual Guerrero
Fecha 17,,Santa Fe,1 : 0,Millonarios,2011,Finalización,Nemesio Camacho El Campín
Fecha 17,,Junior,2 : 0,Deportivo Cali,2011,Finalización,Metropolitano Roberto Meléndez
Fecha 17,,Atlético Huila,1 : 1,Boyacá Chicó,2011,Finalización,Guillermo Plazas Alcid
Fecha 17,,Cúcuta Deportivo,1 : 2,Independiente Medellín,2011,Finalización,General Santander
Fecha 17,,Once Caldas,2 : 0,Itagüí,2011,Finalización,Palogrande
Fecha 18,,At. Nacional,3 - 1,Itagüí,2011,Apertura,Sede Atlético Nacional
Fecha 18,,Envigado,2 - 0,Pereira,2011,Apertura,Polideportivo Sur
Fecha 18,,Equidad,1 - 0,Quindío,2011,Apertura,Metropolitano de Techo
Fecha 18,,América,2 - 3,Tolima,2011,Apertura,Francisco Rivera Escobar
Fecha 18,,Santa Fe,1 - 0,Real Cartagena,2011,Apertura,Luis Carlos Galán
Fecha 18,,At. Huila,1 - 4,Cali,2011,Apertura,Guillermo Plazas Alcid
Fecha 18,,Junior,3 - 2,Millonarios,2011,Apertura,Metropolitano Roberto Meléndez
Fecha 18,,Cúcuta,1 - 0,Boyacá Chicó,2011,Apertura,General Santander
Fecha 18,,Once Caldas,1 - 0,Medellín,2011,Apertura,Palogrande
Fecha 18,,Itagüí,1 : 0,Atlético Nacional,2011,Finalización,Ditaires
Fecha 18,,Deportivo Pereira,4 : 0,Envigado F. C.,2011,Finalización,Hernán Ramírez Villegas
Fecha 18,,Deportes Quindío,1 : 1,La Equidad,2011,Finalización,Centenario
Fecha 18,,Deportes Tolima,1 : 4,América de Cali,2011,Finalización,Manuel Murillo Toro
Fecha 18,,Real Cartagena,1 : 2,Santa Fe,2011,Finalización,Olímpico Jaime Morón León
Fecha 18,,Deportivo Cali,1 : 2,Atlético Huila,2011,Finalización,Deportivo Cali
Fecha 18,,Millonarios,0 : 0,Junior,2011,Finalización,Nemesio Camacho El Campín
Fecha 18,,Boyacá Chicó,1 : 1,Cúcuta Deportivo,2011,Finalización,La Independencia
Fecha 18,,Independiente Medellín,3 : 4,Once Caldas,2011,Finalización,Atanasio Girardot
Fecha 2,,Junior,1 - 0,Tolima,2011,Apertura,Metropolitano Roberto Meléndez
Fecha 2,,Equidad,1 - 1,At. Nacional,2011,Apertura,El Campín
Fecha 2,,Once Caldas,2 - 0,Cali,2011,Apertura,Palogrande
Fecha 2,,Santa Fe,0 - 1,Quindío,2011,Apertura,El Campín
Fecha 2,,Envigado,2 - 2,Itagüí,2011,Apertura,Polideportivo Sur
Fecha 2,,América,3 - 2,Pereira,2011,Apertura,Francisco Rivera Escobar
Fecha 2,,At. Huila,3 - 0,Real Cartagena,2011,Apertura,Guillermo Plazas Alcid
Fecha 2,,Medellín,1 - 0,Boyacá Chicó,2011,Apertura,Atanasio Girardot
Fecha 2,,Cúcuta,0 - 1,Millonarios,2011,Apertura,General Santander
Fecha 2,,Itagüí,1 : 1,Envigado F. C.,2011,Finalización,Ditaires
Fecha 2,,Deportivo Cali,1 : 1,Once Caldas,2011,Finalización,Olímpico Pascual Guerrero
Fecha 2,,Deportivo Pereira,1 : 1,América de Cali,2011,Finalización,Hernán Ramírez Villegas
Fecha 2,,Deportes Quindío,3 : 1,Santa Fe,2011,Finalización,Centenario
Fecha 2,,Deportes Tolima,0 : 0,Junior,2011,Finalización,Manuel Murillo Toro
Fecha 2,,Atlético Nacional,1 : 2,La Equidad,2011,Finalización,Atanasio Girardot
Fecha 2,,Real Cartagena,2 : 1,Atlético Huila,2011,Finalización,Olímpico Jaime Morón León
Fecha 2,,Millonarios,1 : 1,Cúcuta Deportivo,2011,Finalización,Nemesio Camacho El Campín
Fecha 2,,Boyacá Chicó,0 : 0,Independiente Medellín,2011,Finalización,La Independencia
Fecha 3,,Tolima,3 - 1,At. Huila,2011,Apertura,Manuel Murillo Toro
Fecha 3,,Millonarios,0 - 2,Once Caldas,2011,Apertura,El Campín
Fecha 3,,At. Nacional,3 - 1,América,2011,Apertura,Atanasio Girardot
Fecha 3,,Boyacá Chicó,1 - 2,Itagüí,2011,Apertura,De La Independencia
Fecha 3,,Real Cartagena,1 - 1,Cúcuta,2011,Apertura,Diego Carvajal
Fecha 3,,Quindío,1 - 1,Junior,2011,Apertura,Centenario
Fecha 3,,Pereira,1 - 1,Santa Fe,2011,Apertura,Alfonso López
Fecha 3,,Envigado,0 - 0,Equidad,2011,Apertura,Polideportivo Sur
Fecha 3,,Cali,0 - 2,Medellín,2011,Apertura,Deportivo Cali
Fecha 3,,Itagüí,1 : 1,Boyacá Chicó,2011,Finalización,Ditaires
Fecha 3,,La Equidad,0 : 2,Envigado F. C.,2011,Finalización,Metropolitano de Techo
Fecha 3,,América de Cali,2 : 4,Atlético Nacional,2011,Finalización,Olímpico Pascual Guerrero
Fecha 3,,Junior,4 : 0,Deportes Quindío,2011,Finalización,Metropolitano Roberto Meléndez
Fecha 3,,Santa Fe,0 : 0,Deportivo Pereira,2011,Finalización,Nemesio Camacho El Campín
Fecha 3,,Once Caldas,0 : 1,Millonarios,2011,Finalización,Palogrande
Fecha 3,,Cúcuta Deportivo,3 : 2,Real Cartagena,2011,Finalización,General Santander
Fecha 3,,Independiente Medellín,3 : 0,Deportivo Cali,2011,Finalización,Atanasio Girardot
Fecha 3,,Atlético Huila,1 : 0,Deportes Tolima,2011,Finalización,Guillermo Plazas Alcid
Fecha 4,,América,2 - 1,Envigado,2011,Apertura,Francisco Rivera Escobar
Fecha 4,,Medellín,3 - 3,Millonarios,2011,Apertura,Atanasio Girardot
Fecha 4,,Once Caldas,3 - 2,Real Cartagena,2011,Apertura,Palogrande
Fecha 4,,Santa Fe,0 - 0,At. Nacional,2011,Apertura,El Campín
Fecha 4,,Itagüí,2 - 1,Equidad,2011,Apertura,Ditaires
Fecha 4,,At. Huila,0 - 1,Quindío,2011,Apertura,Guillermo Plazas Alcid
Fecha 4,,Cúcuta,2 - 3,Tolima,2011,Apertura,General Santander
Fecha 4,,Boyacá Chicó,2 - 0,Cali,2011,Apertura,De La Independencia
Fecha 4,,Junior,2 - 1,Pereira,2011,Apertura,Metropolitano Roberto Meléndez
Fecha 4,,Envigado F. C.,1 : 1,América de Cali,2011,Finalización,Polideportivo Sur
Fecha 4,,La Equidad,0 : 2,Itagüí,2011,Finalización,Metropolitano de Techo
Fecha 4,,Deportes Quindío,2 : 1,Atlético Huila,2011,Finalización,Centenario
Fecha 4,,Atlético Nacional,1 : 1[40]​,Santa Fe,2011,Finalización,Atanasio Girardot
Fecha 4,,Real Cartagena,1 : 1,Once Caldas,2011,Finalización,Olímpico Jaime Morón León
Fecha 4,,Deportivo Cali,2 : 2,Boyacá Chicó,2011,Finalización,Olímpico Pascual Guerrero
Fecha 4,,Deportivo Pereira,1 : 2,Junior,2011,Finalización,Hernán Ramírez Villegas
Fecha 4,,Deportes Tolima,2 : 1,Cúcuta Deportivo,2011,Finalización,Manuel Murillo Toro
Fecha 4,,Millonarios,1 : 1,Independiente Medellín,2011,Finalización,Nemesio Camacho El Campín
Fecha 5,,Envigado,3 - 1,Santa Fe,2011,Apertura,Polideportivo Sur
Fecha 5,,Millonarios,3 - 1,Boyacá Chicó,2011,Apertura,El Campín
Fecha 5,,At. Nacional,4 - 1,Junior,2011,Apertura,Atanasio Girardot
Fecha 5,,Equidad,1 - 0,América,2011,Apertura,El Campín
Fecha 5,,Cali,1 - 0,Itagüí,2011,Apertura,Deportivo Cali
Fecha 5,,Real Cartagena,2 - 0,Medellín,2011,Apertura,Diego Carvajal
Fecha 5,,Quindío,0 - 1,Cúcuta,2011,Apertura,Centenario
Fecha 5,,Pereira,0 - 0,At. Huila,2011,Apertura,Alfonso López
Fecha 5,,Tolima,1 - 3,Once Caldas,2011,Apertura,Manuel Murillo Toro
Fecha 5,,Santa Fe,2 : 1,Envigado F. C.,2011,Finalización,Metropolitano de Techo
Fecha 5,,Itagüí,2 : 1,Deportivo Cali,2011,Finalización,Ditaires
Fecha 5,,Independiente Medellín,4 : 1,Real Cartagena,2011,Finalización,Atanasio Girardot
Fecha 5,,Once Caldas,2 : 2,Deportes Tolima,2011,Finalización,Palogrande
Fecha 5,,Cúcuta Deportivo,1 : 1,Deportes Quindío,2011,Finalización,General Santander
Fecha 5,,Atlético Huila,1 : 1,Deportivo Pereira,2011,Finalización,Guillermo Plazas Alcid
Fecha 5,,Junior,1 : 1,Atlético Nacional,2011,Finalización,Metropolitano Roberto Meléndez
Fecha 5,,Boyacá Chicó,1 : 0,Millonarios,2011,Finalización,La Independencia
Fecha 5,,América de Cali,1 : 1,La Equidad,2011,Finalización,Olímpico Pascual Guerrero
Fecha 6,,Santa Fe,1 - 0,Equidad,2011,Apertura,El Campín
Fecha 6,,Cali,0 - 0,Millonarios,2011,Apertura,Deportivo Cali
Fecha 6,,Once Caldas,5 - 1,Quindío,2011,Apertura,Palogrande
Fecha 6,,Medellín,3 - 1,Tolima,2011,Apertura,Atanasio Girardot
Fecha 6,,Itagüí,1 - 0,América,2011,Apertura,Ditaires
Fecha 6,,Junior,1 - 2,Envigado,2011,Apertura,Metropolitano Roberto Meléndez
Fecha 6,,Cúcuta,4 - 0,Pereira,2011,Apertura,General Santander
Fecha 6,,Boyacá Chicó,3 - 0,Real Cartagena,2011,Apertura,De La Independencia
Fecha 6,,At. Huila,1 - 3,At. Nacional,2011,Apertura,Guillermo Plazas Alcid
Fecha 6,,Envigado F. C.,2 : 0,Junior,2011,Finalización,Polideportivo Sur
Fecha 6,,Deportivo Pereira,2 : 1,Cúcuta Deportivo,2011,Finalización,Hernán Ramírez Villegas
Fecha 6,,Deportes Tolima,2 : 0,Independiente Medellín,2011,Finalización,Manuel Murillo Toro
Fecha 6,,América de Cali,2 : 1,Itagüí,2011,Finalización,Olímpico Pascual Guerrero
Fecha 6,,Atlético Nacional,1 : 2,Atlético Huila,2011,Finalización,Atanasio Girardot
Fecha 6,,La Equidad,2 : 1,Santa Fe,2011,Finalización,Metropolitano de Techo
Fecha 6,,Real Cartagena,0 : 1,Boyacá Chicó,2011,Finalización,Olímpico Jaime Morón León
Fecha 6,,Deportes Quindío,2 : 0,Once Caldas,2011,Finalización,Centenario
Fecha 6,,Millonarios,3 : 1,Deportivo Cali,2011,Finalización,Nemesio Camacho El Campín
Fecha 7,,Once Caldas,2 - 0,Pereira,2011,Apertura,Palogrande
Fecha 7,,Millonarios,2 - 1,Itagüí,2011,Apertura,El Campín
Fecha 7,,Quindío,2 - 1,Medellín,2011,Apertura,Centenario
Fecha 7,,At. Nacional,3 - 0,Cúcuta,2011,Apertura,Atanasio Girardot
Fecha 7,,Equidad,3 - 0,Junior,2011,Apertura,Alfonso López (UN)
Fecha 7,,Real Cartagena,1 - 1,Cali,2011,Apertura,Diego Carvajal
Fecha 7,,Tolima,3 - 1,Boyacá Chicó,2011,Apertura,Manuel Murillo Toro
Fecha 7,,América,2 - 0,Santa Fe,2011,Apertura,Francisco Rivera Escobar
Fecha 7,,Envigado,1 - 1,At. Huila,2011,Apertura,Polideportivo Sur
Fecha 7,,Itagüí,2 : 1,Millonarios,2011,Finalización,Ditaires
Fecha 7,,Deportivo Cali,1 : 0,Real Cartagena,2011,Finalización,Olímpico Pascual Guerrero
Fecha 7,,Boyacá Chicó,1 : 0,Deportes Tolima,2011,Finalización,La Independencia
Fecha 7,,Independiente Medellín,1 : 2,Deportes Quindío,2011,Finalización,Atanasio Girardot
Fecha 7,,Once Caldas,1 : 1,Deportivo Pereira,2011,Finalización,Palogrande
Fecha 7,,Cúcuta Deportivo,0 : 0,Atlético Nacional,2011,Finalización,General Santander
Fecha 7,,Atlético Huila,1 : 0,Envigado F. C.,2011,Finalización,Guillermo Plazas Alcid
Fecha 7,,Junior,3 : 0,La Equidad,2011,Finalización,Metropolitano Roberto Meléndez
Fecha 7,,Santa Fe,0 : 1,América de Cali,2011,Finalización,Nemesio Camacho El Campín
Fecha 8,,Itagüí,2 - 2,Santa Fe,2011,Apertura,Ditaires
Fecha 8,,Junior,1 - 1,América,2011,Apertura,Metropolitano Roberto Meléndez
Fecha 8,,Cali,0 - 2,Tolima,2011,Apertura,Deportivo Cali
Fecha 8,,Medellín,2 - 2,Pereira,2011,Apertura,Atanasio Girardot
Fecha 8,,Millonarios,3 - 0,Real Cartagena,2011,Apertura,El Campín
Fecha 8,,At. Huila,1 - 1,Equidad,2011,Apertura,Guillermo Plazas Alcid
Fecha 8,,Cúcuta,1 - 1,Envigado,2011,Apertura,General Santander
Fecha 8,,Boyacá Chicó,2 - 1,Quindío,2011,Apertura,De La Independencia
Fecha 8,,Once Caldas,3 - 1,At. Nacional,2011,Apertura,Palogrande
Fecha 8,,Envigado F. C.,1 : 1[41]​,Cúcuta Deportivo,2011,Finalización,Polideportivo Sur
Fecha 8,,Deportes Quindío,2 : 2,Boyacá Chicó,2011,Finalización,Centenario
Fecha 8,,Real Cartagena,3 : 2,Millonarios,2011,Finalización,Olímpico Jaime Morón León
Fecha 8,,Atlético Nacional,2 : 1,Once Caldas,2011,Finalización,Atanasio Girardot
Fecha 8,,Santa Fe,3 : 2,Itagüí,2011,Finalización,Nemesio Camacho El Campín
Fecha 8,,Deportivo Pereira,2 : 2,Independiente Medellín,2011,Finalización,Hernán Ramírez Villegas
Fecha 8,,Deportes Tolima,3 : 1,Deportivo Cali,2011,Finalización,Manuel Murillo Toro
Fecha 8,,América de Cali,0 : 1,Junior,2011,Finalización,Olímpico Pascual Guerrero
Fecha 8,,La Equidad,1 : 1,Atlético Huila,2011,Finalización,Metropolitano de Techo
Fecha 9,,Medellín,2 - 3,At. Nacional,2011,Apertura,Atanasio Girardot
Fecha 9,,América,2 - 3,Cali,2011,Apertura,Doce de Octubre
Fecha 9,,Junior,2 - 0,Real Cartagena,2011,Apertura,Metropolitano Roberto Meléndez
Fecha 9,,Equidad,2 - 0,Boyacá Chicó,2011,Apertura,Alfonso López (UN)
Fecha 9,,Santa Fe,0 - 2,Millonarios,2011,Apertura,El Campín
Fecha 9,,Cúcuta,2 - 0,Quindío,2011,Apertura,General Santander
Fecha 9,,Pereira,1 - 0,Once Caldas,2011,Apertura,Alfonso López
Fecha 9,,Itagüí,1 - 1,Envigado,2011,Apertura,Ditaires
Fecha 9,,At. Huila,4 - 7,Tolima,2011,Apertura,Guillermo Plazas Alcid
Fecha 9,,Envigado F. C.,2 : 0,Itagüí,2011,Finalización,Polideportivo Sur
Fecha 9,,Deportivo Cali,2 : 0,América de Cali,2011,Finalización,Olímpico Pascual Guerrero
Fecha 9,,Millonarios,2 : 0,Santa Fe,2011,Finalización,El Campín
Fecha 9,,Real Cartagena,1 : 1,Junior,2011,Finalización,Olímpico Jaime Morón León
Fecha 9,,Deportes Tolima,1 : 0,Atlético Huila,2011,Finalización,Manuel Murillo Toro
Fecha 9,,Deportivo Pereira,2 : 3,Once Caldas,2011,Finalización,Hernán Ramírez Villegas
Fecha 9,,Atlético Nacional,1 : 1,Independiente Medellín,2011,Finalización,Atanasio Girardot
Fecha 9,,Boyacá Chicó,1 : 0[42]​,La Equidad,2011,Finalización,La Independencia
Fecha 9,,Deportes Quindío,3 : 3,Cúcuta Deportivo,2011,Finalización,Centenario
Fecha 1,,Patriotas,0 : 3,Tolima,2012,Apertura,La Independencia
Fecha 1,,Envigado,2 : 2,Cúcuta,2012,Apertura,Polideportivo Sur
Fecha 1,,Pasto,0 : 0,Medellín,2012,Apertura,La Libertad
Fecha 1,,Once Caldas,2 : 2,Real Cartagena,2012,Apertura,Palogrande
Fecha 1,,Junior,1 : 1,Quindío,2012,Apertura,Metropolitano Roberto Meléndez
Fecha 1,,La Equidad,0 : 0,Itagüí,2012,Apertura,Metropolitano de Techo
Fecha 1,,Huila,3 : 0,Boyacá Chicó,2012,Apertura,Guillermo Plazas Alcid
Fecha 1,,Santa Fe,1 : 1,Millonarios,2012,Apertura,El Campín
Fecha 1,,Nacional,4 : 0,Deportivo Cali,2012,Apertura,Atanasio Girardot
Fecha 1,,Tolima,2 : 1,Patriotas,2012,Finalización,Manuel Murillo Toro
Fecha 1,,Cúcuta,2 : 1,Envigado,2012,Finalización,Santiago de las Atalayas
Fecha 1,,Real Cartagena,1 : 2,Once Caldas,2012,Finalización,Jaime Morón León
Fecha 1,,Cali,3 : 1,Nacional,2012,Finalización,Pascual Guerrero
Fecha 1,,Medellín,1 : 0,Pasto,2012,Finalización,Atanasio Girardot
Fecha 1,,Boyacá Chicó,2 : 0,Huila,2012,Finalización,La Independencia
Fecha 1,,Itagüí,3 : 0,La Equidad,2012,Finalización,Ciudad de Itagüí
Fecha 1,,Quindío,0 : 0,Junior,2012,Finalización,Centenario
Fecha 1,,Millonarios,2 : 0,Santa Fe,2012,Finalización,El Campín
Fecha 10,,Real Cartagena,3 : 2,Medellín,2012,Apertura,Jaime Morón
Fecha 10,,Huila,3 : 0,Patriotas,2012,Apertura,Guillermo Plazas Alcid
Fecha 10,,La Equidad,1 : 0,Envigado,2012,Apertura,Metropolitano de techo
Fecha 10,,Santa Fe,2 : 1,Junior,2012,Apertura,El Campín
Fecha 10,,Deportivo Cali,1 : 0,Cúcuta,2012,Apertura,Pascual Guerrero
Fecha 10,,Once Caldas,0 : 0,Quindio,2012,Apertura,Palogrande
Fecha 10,,Itaguí,2 : 3,Tolima,2012,Apertura,Ditaires
Fecha 10,,Boyacá Chicó,1 : 1,Millonarios,2012,Apertura,La Independencia
Fecha 10,,Nacional,0 : 1,Pasto,2012,Apertura,Atanasio Girardot
Fecha 10,,Cúcuta,1 : 2,Cali,2012,Finalización,Santiago de las Atalayas
Fecha 10,,Envigado,1 : 1,La Equidad,2012,Finalización,Polideportivo Sur
Fecha 10,,Medellín,5 : 0,Real Cartagena,2012,Finalización,Atanasio Girardot
Fecha 10,,Patriotas,1 : 0,Huila,2012,Finalización,La Independencia
Fecha 10,,Junior,1 : 1,Santa Fe,2012,Finalización,Metropolitano
Fecha 10,,Quindío,0 : 1,Once Caldas,2012,Finalización,Centenario
Fecha 10,,Tolima,1 : 2,Itagüí,2012,Finalización,Manuel Murillo Toro
Fecha 10,,Millonarios,0 : 1,Boyacá Chicó,2012,Finalización,El Campín
Fecha 10,,Pasto,0 : 2,Nacional,2012,Finalización,Libertad
Fecha 11,,Quindío,3 : 2,Real Cartagena,2012,Apertura,Centenario
Fecha 11,,Pasto,4 : 1,Once Caldas,2012,Apertura,Libertad
Fecha 11,,Envigado,0 : 0,Nacional,2012,Apertura,Polideportivo Sur
Fecha 11,,Tolima,2 : 2,Boyacá Chicó,2012,Apertura,Manuel Murillo Toro
Fecha 11,,Santa Fe,4 : 0,Huila,2012,Apertura,El Campín
Fecha 11,,Junior,1 : 3,Millonarios,2012,Apertura,Metropolitano Roberto Melendez
Fecha 11,,Cúcuta,0 : 1,Itaguí,2012,Apertura,General Santander
Fecha 11,,Patriotas,0 : 2,La Equidad,2012,Apertura,La Independencia
Fecha 11,,Medellín,0 : 1,Deportivo Cali,2012,Apertura,Atanasio Girardot
Fecha 11,,Real Cartagena,2 : 1,Quindío,2012,Finalización,Jaime Morón León
Fecha 11,,Boyacá Chicó,1 : 1,Tolima,2012,Finalización,La Independencia
Fecha 11,,Millonarios,2 : 0,Junior,2012,Finalización,El Campín
Fecha 11,,Cali,2 : 0,Medellín,2012,Finalización,Pascual Guerrero
Fecha 11,,La Equidad,2 : 1,Patriotas,2012,Finalización,Metropolitano de techo
Fecha 11,,Itagüí,0 : 0,Cúcuta,2012,Finalización,Ciudad de Itagüí
Fecha 11,,Nacional,1 : 0,Envigado,2012,Finalización,Atanasio Girardot
Fecha 11,,Huila,2 : 0,Santa Fe,2012,Finalización,Guillermo Plazas Alcid
Fecha 11,,Once Caldas,2 : 1,Pasto,2012,Finalización,Palogrande
Fecha 12,,Deportivo Cali,1 : 1,Quindío,2012,Apertura,Pascual Guerrero
Fecha 12,,Itagüí,1 : 1,Medellín,2012,Apertura,Metropolitano Ditaires
Fecha 12,,Boyacá Chicó,5 : 2,Cúcuta,2012,Apertura,La Independencia
Fecha 12,,Huila,1 : 3,Junior,2012,Apertura,Guillermo Plazas Alcid
Fecha 12,,Millonarios,1 : 1,Tolima,2012,Apertura,El Campín
Fecha 12,,La Equidad,0 : 1,Santa Fe,2012,Apertura,Metropolitano de Techo
Fecha 12,,Once Caldas,1 : 1,Envigado,2012,Apertura,Palogrande
Fecha 12,,Real Cartagena,1 : 1,Pasto,2012,Apertura,Jaime Moron
Fecha 12,,Nacional,1 : 0,Patriotas,2012,Apertura,Atanasio Girardot
Fecha 12,,Cúcuta,2 : 0,Boyacá Chicó,2012,Finalización,Santiago de las Atalayas
Fecha 12,,Envigado,2 : 1,Once Caldas,2012,Finalización,Polideportivo Sur
Fecha 12,,Quindío,2 : 1,Cali,2012,Finalización,Centenario
Fecha 12,,Medellín,0 : 1,Itagüí,2012,Finalización,Atanasio Girardot
Fecha 12,,Junior,4 : 0,Huila,2012,Finalización,Metropolitano
Fecha 12,,Pasto,0 : 0,Real Cartagena,2012,Finalización,Libertad
Fecha 12,,Patriotas,0 : 3,Nacional,2012,Finalización,La Independencia
Fecha 12,,Santa Fe,1 : 2,La Equidad,2012,Finalización,El Campín
